Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Market Share (%)
2020-03-24,AI,Quadro P2200,South America,394746.9,3813,Cloud Providers,Individual,37.86
2020-03-25,Data Center,Tesla V100,Africa,454095.93,4777,AI Researchers,Business,50.31
2020-03-25,Data Center,RTX 4090,North America,1507328.55,3226,Gamers,Business,36.7
2020-03-25,AI,RTX 4090,Europe,1876546.87,1015,AI Researchers,Business,55.99
2020-03-26,Data Center,Tesla V100,South America,1769156.21,1271,AI Researchers,Individual,69.76
2020-03-26,Gaming,Quadro P2200,Middle East,299376.05,1960,Cloud Providers,Business,47.2
2020-03-26,Gaming,Quadro P2200,APAC,123956.4,1385,Gamers,Business,44.49
2020-03-26,OEM,Tesla V100,South America,231263.85,2741,AI Researchers,Business,36.38
2020-03-26,Data Center,Tesla T4,Middle East,709532.64,4272,Gamers,Individual,56.99
2020-03-27,Gaming,RTX 3080,North America,1248513.31,2740,Gamers,Individual,41.9
2020-03-27,OEM,Quadro P2200,Middle East,1906588.7,1481,AI Researchers,Individual,56.11
2020-03-27,Data Center,Tesla V100,South America,613970.6,4853,Cloud Providers,Individual,64.56
2020-03-28,Gaming,RTX 3080,North America,887087.06,1378,Educational Institutions,Business,58.44
2020-03-28,Gaming,Tesla V100,Africa,1660491.2,390,Cloud Providers,Individual,50.06
2020-03-29,Gaming,RTX 4090,Europe,432750.91,3827,AI Researchers,Business,67.04
2020-03-29,Gaming,Quadro P2200,Africa,1463892.67,4911,Educational Institutions,Business,62.18
2020-03-29,AI,RTX 3080,APAC,1731954.53,1238,Educational Institutions,Individual,69.88
2020-03-30,Data Center,RTX 3080,Middle East,611282.48,956,Educational Institutions,Business,41.13
2020-03-31,AI,RTX 4090,North America,1696582.96,2709,Cloud Providers,Business,46.03
2020-03-31,Gaming,RTX 4090,Europe,195982.69,823,Gamers,Business,38.3
2020-04-01,OEM,Quadro P2200,Africa,1797860.67,1776,Educational Institutions,Individual,62.96
2020-04-01,Gaming,Tesla T4,Africa,1083827.01,3784,AI Researchers,Individual,55.88
2020-04-01,Data Center,Tesla T4,South America,1769503.03,1096,Educational Institutions,Business,61.63
2020-04-02,Data Center,RTX 3080,North America,400513.46,4115,AI Researchers,Business,56.07
2020-04-02,Gaming,RTX 4090,South America,272870.81,553,AI Researchers,Business,61.62
2020-04-04,Data Center,Tesla V100,North America,743582.66,590,AI Researchers,Business,31.55
2020-04-04,Data Center,RTX 4090,Africa,322313.15,1630,Gamers,Business,43.67
2020-04-04,OEM,RTX 3080,Middle East,1501794.19,4809,AI Researchers,Business,54.97
2020-04-05,Data Center,Tesla V100,South America,1734996.77,3355,AI Researchers,Business,34.33
2020-04-05,Gaming,Tesla T4,North America,739730.75,3536,Cloud Providers,Business,55.31
2020-04-05,Gaming,RTX 3080,Africa,652732.63,846,AI Researchers,Individual,43.61
2020-04-06,OEM,Tesla T4,Africa,681561.83,3403,AI Researchers,Business,59.15
2020-04-07,Data Center,RTX 3080,Africa,1745944.55,3105,Educational Institutions,Business,41.62
2020-04-07,OEM,Tesla V100,South America,250449.53,2319,AI Researchers,Individual,63.94
2020-04-08,AI,Tesla T4,Europe,1875381.17,2913,Gamers,Business,63.58
2020-04-08,Data Center,Tesla V100,Europe,1898304.73,1572,AI Researchers,Individual,57.81
2020-04-08,Gaming,RTX 3080,South America,1311316.26,2172,AI Researchers,Individual,35.73
2020-04-09,Gaming,Tesla T4,Europe,1814686.29,2448,AI Researchers,Individual,62.78
2020-04-09,OEM,RTX 3080,Europe,621890.12,1243,AI Researchers,Individual,61.66
2020-04-09,Gaming,RTX 3080,Europe,1814523.55,1475,Educational Institutions,Individual,61.37
2020-04-10,OEM,RTX 4090,Europe,1896258.52,329,Educational Institutions,Business,61.61
2020-04-10,AI,RTX 3080,Africa,1688462.08,823,Cloud Providers,Business,54.34
2020-04-10,AI,RTX 3080,South America,1137839.4,4355,Gamers,Individual,41.91
2020-04-10,Gaming,RTX 4090,Europe,1131375.33,3141,Gamers,Business,56.56
2020-04-10,AI,RTX 4090,APAC,358295.79,4691,Gamers,Individual,50.14
2020-04-10,Data Center,Tesla T4,Middle East,1778261.7,4901,Cloud Providers,Business,59.42
2020-04-10,Gaming,Tesla V100,Africa,1412090.94,4881,Gamers,Individual,39.7
2020-04-11,OEM,RTX 3080,North America,193216.48,3545,Gamers,Business,67.36
2020-04-11,Data Center,Tesla T4,North America,1051879.05,2230,Educational Institutions,Business,64.92
2020-04-11,Data Center,Quadro P2200,North America,351011.39,1742,AI Researchers,Individual,53.42
2020-04-11,AI,RTX 4090,APAC,1946266.76,2645,AI Researchers,Individual,50.63
2020-04-11,OEM,Quadro P2200,North America,635104.65,4452,Educational Institutions,Business,56.57
2020-04-11,Gaming,RTX 3080,Africa,1755530.91,4993,Educational Institutions,Individual,56.13
2020-04-12,OEM,RTX 4090,North America,333605.34,3630,Educational Institutions,Business,49.83
2020-04-12,Gaming,Quadro P2200,South America,833809.03,3239,AI Researchers,Business,30.84
2020-04-12,OEM,RTX 3080,South America,1063014.64,701,AI Researchers,Individual,44.73
2020-04-13,Data Center,Tesla V100,APAC,1927933.19,3113,Gamers,Business,34.21
2020-04-13,Data Center,Tesla T4,South America,433354.75,214,Educational Institutions,Business,49.13
2020-04-14,Gaming,RTX 4090,North America,1464188.74,2982,Gamers,Business,64.8
2020-04-14,OEM,RTX 4090,Africa,1097392.21,2332,AI Researchers,Business,37.02
2020-04-14,Gaming,Quadro P2200,APAC,1409451.35,805,Educational Institutions,Individual,37.6
2020-04-14,Gaming,RTX 3080,Middle East,495846.97,2614,Educational Institutions,Business,35.38
2020-04-14,Gaming,Quadro P2200,Europe,1738277.05,579,Cloud Providers,Individual,66.15
2020-04-14,AI,Tesla T4,Africa,1589389.34,2028,Cloud Providers,Individual,53.71
2020-04-15,Gaming,Tesla T4,Middle East,337889.37,4630,Educational Institutions,Business,58.9
2020-04-15,AI,Quadro P2200,South America,986745.28,3869,Cloud Providers,Individual,44.25
2020-04-15,Gaming,Tesla T4,South America,337403.7,3426,Gamers,Business,43.27
2020-04-16,AI,RTX 4090,APAC,896539.1,520,AI Researchers,Business,64.68
2020-04-17,OEM,Quadro P2200,Africa,1336110.98,1274,Cloud Providers,Individual,40.31
2020-04-17,Data Center,RTX 4090,APAC,1633183.49,2231,Educational Institutions,Business,49.14
2020-04-17,Gaming,RTX 4090,Africa,147811.74,3356,Educational Institutions,Individual,39.96
2020-04-18,Data Center,Tesla T4,Africa,1151969.8,566,AI Researchers,Business,43.61
2020-04-18,AI,Quadro P2200,APAC,1523013.46,3968,Cloud Providers,Individual,54.27
2020-04-18,Data Center,Quadro P2200,Africa,1167169.06,1933,Gamers,Individual,68.29
2020-04-18,OEM,Tesla T4,South America,1380810.8,3176,Gamers,Individual,66.77
2020-04-18,AI,Quadro P2200,Africa,1708220.11,329,Gamers,Individual,33.17
2020-04-18,Data Center,RTX 3080,Africa,861332.9,433,Gamers,Business,39.62
2020-04-18,Gaming,RTX 4090,APAC,147731.26,3702,Gamers,Business,68.84
2020-04-18,AI,RTX 4090,APAC,543672.7,2327,Educational Institutions,Business,69.83
2020-04-19,Gaming,Tesla T4,Middle East,1434117.52,4318,Gamers,Business,38.64
2020-04-19,Gaming,Tesla T4,North America,949694.51,3387,Educational Institutions,Business,38.15
2020-04-19,OEM,RTX 4090,North America,1700225.79,3970,Educational Institutions,Individual,49.67
2020-04-19,OEM,RTX 3080,Middle East,1912948.45,3834,Educational Institutions,Individual,65.98
2020-04-19,OEM,Tesla T4,Europe,1220753.24,2946,Gamers,Individual,67.44
2020-04-19,AI,Tesla T4,Africa,1415153.34,4547,Gamers,Business,44.06
2020-04-20,AI,Tesla V100,South America,138667.4,4536,Cloud Providers,Individual,63.01
2020-04-20,Data Center,RTX 3080,South America,556777.23,2334,Educational Institutions,Individual,38.75
2020-04-20,OEM,Tesla V100,APAC,1541839.9,2655,Cloud Providers,Individual,30.79
2020-04-21,Data Center,RTX 4090,Africa,646139.98,2320,Cloud Providers,Business,67.5
2020-04-21,AI,RTX 3080,Africa,1419816.06,2873,AI Researchers,Individual,48.95
2020-04-21,Data Center,Tesla V100,APAC,1362347.08,1797,Gamers,Individual,39.94
2020-04-21,Data Center,Quadro P2200,Africa,1518770.99,3229,Educational Institutions,Individual,59.35
2020-04-21,Gaming,RTX 3080,Africa,621915.04,3641,AI Researchers,Individual,50.04
2020-04-22,Data Center,RTX 4090,APAC,1872855.38,588,Cloud Providers,Individual,60.3
2020-04-22,OEM,Tesla T4,APAC,1870175.05,4565,Cloud Providers,Individual,64.63
2020-04-22,AI,Tesla T4,APAC,1228451.59,2869,Cloud Providers,Business,35.02
2020-04-22,Gaming,Quadro P2200,South America,279257.01,3489,Gamers,Business,46.23
2020-04-22,Data Center,RTX 3080,APAC,1369688.83,4015,Gamers,Individual,37.48
2020-04-22,Data Center,Quadro P2200,South America,949954.12,2143,Cloud Providers,Business,38.64
2020-04-23,Gaming,RTX 3080,Europe,1079424.38,2232,Educational Institutions,Business,66.28
2020-04-23,Data Center,RTX 3080,APAC,569654.98,2639,Educational Institutions,Business,65.12
2020-04-23,Data Center,Tesla T4,Africa,1801232.45,4243,Cloud Providers,Business,56.71
2020-04-23,AI,RTX 4090,North America,218966.06,1240,AI Researchers,Business,64.18
2020-04-23,OEM,Tesla T4,Middle East,529840.87,2990,AI Researchers,Business,52.61
2020-04-24,OEM,RTX 3080,Europe,814513.05,2044,Educational Institutions,Individual,41.6
2020-04-24,AI,Tesla V100,APAC,256230.14,4262,Gamers,Business,55.47
2020-04-24,Gaming,Tesla T4,Europe,324327.53,1937,Educational Institutions,Business,61.23
2020-04-25,Gaming,Tesla V100,Europe,1567753.06,2330,Educational Institutions,Individual,59.46
2020-04-26,OEM,Tesla T4,North America,795709.78,925,AI Researchers,Business,45.37
2020-04-26,Gaming,Tesla T4,North America,229884.44,1881,Gamers,Business,42.53
2020-04-27,Data Center,Tesla T4,North America,1044441.79,2330,Educational Institutions,Business,33.72
2020-04-28,OEM,Tesla V100,Europe,1265974.16,4238,Educational Institutions,Individual,33.93
2020-04-28,OEM,Quadro P2200,North America,1843810.09,1122,Gamers,Individual,40.06
2020-04-28,Data Center,Tesla T4,Middle East,1517093.72,1830,Cloud Providers,Business,42.4
2020-04-29,AI,RTX 3080,North America,1662329.22,1105,Educational Institutions,Individual,44.6
2020-04-29,AI,Tesla T4,North America,1544406.45,3047,Educational Institutions,Business,51.78
2020-04-29,Gaming,Quadro P2200,Middle East,671286.67,4627,Gamers,Individual,37.99
2020-04-30,AI,RTX 4090,South America,1612084.8,4883,Gamers,Individual,37.62
2020-04-30,AI,Tesla T4,South America,1779203.3,2846,AI Researchers,Business,46.17
2020-04-30,AI,RTX 3080,Africa,708983.14,3450,Educational Institutions,Individual,40.66
2020-05-01,OEM,Quadro P2200,South America,584340.61,4615,Educational Institutions,Individual,67.79
2020-05-01,AI,Quadro P2200,Middle East,1714401.76,427,Gamers,Business,41.19
2020-05-01,OEM,RTX 4090,Africa,1141866.53,422,Educational Institutions,Business,47.32
2020-05-01,Gaming,Tesla T4,Middle East,777014.38,4222,Cloud Providers,Individual,34.55
2020-05-02,OEM,Tesla V100,Europe,1125771.16,2181,AI Researchers,Individual,67.75
2020-05-02,Gaming,RTX 4090,APAC,595911.94,750,Cloud Providers,Business,65.45
2020-05-02,Gaming,Quadro P2200,Europe,406334.92,2626,Educational Institutions,Individual,47.53
2020-05-02,Gaming,RTX 4090,North America,1507638.49,2054,Gamers,Business,31.43
2020-05-02,Gaming,Tesla V100,APAC,226780.22,2222,AI Researchers,Business,43.15
2020-05-03,OEM,Tesla V100,Europe,845503.87,3960,Educational Institutions,Individual,61.65
2020-05-03,Gaming,Tesla V100,Africa,1229417.89,1226,Gamers,Individual,59.55
2020-05-03,OEM,Quadro P2200,Africa,1389576.86,602,AI Researchers,Individual,60.67
2020-05-03,AI,Tesla T4,APAC,68043.63,4655,AI Researchers,Business,31.01
2020-05-03,Data Center,RTX 3080,Africa,1463008.49,4642,Cloud Providers,Individual,48.79
2020-05-04,Data Center,Tesla T4,Middle East,481732.81,3078,Gamers,Business,69.74
2020-05-05,Data Center,Quadro P2200,South America,257497.7,3189,Gamers,Individual,63.98
2020-05-05,Data Center,RTX 4090,Middle East,1496152.97,999,Educational Institutions,Business,45.47
2020-05-05,Data Center,Tesla T4,Europe,570624.36,4218,AI Researchers,Business,32.45
2020-05-05,Gaming,Quadro P2200,Africa,749286.62,1870,AI Researchers,Individual,30.08
2020-05-05,Gaming,Tesla T4,Europe,1759638.94,482,AI Researchers,Business,37.2
2020-05-05,AI,RTX 3080,South America,1133669.31,4885,Educational Institutions,Individual,48.47
2020-05-06,OEM,Quadro P2200,Europe,674766.5,3117,Gamers,Business,54.66
2020-05-06,AI,Quadro P2200,North America,1748229.23,3444,Educational Institutions,Individual,48.3
2020-05-06,OEM,Tesla V100,North America,1713925.29,1514,AI Researchers,Business,38.61
2020-05-06,Data Center,Tesla T4,Middle East,778201.69,3803,Cloud Providers,Business,36.42
2020-05-07,AI,Tesla V100,North America,114364.96,1004,AI Researchers,Business,54.84
2020-05-07,Gaming,RTX 4090,Middle East,1130207.0,2302,AI Researchers,Individual,67.59
2020-05-07,AI,Tesla T4,Middle East,1057771.23,1807,AI Researchers,Business,59.26
2020-05-09,Data Center,RTX 4090,South America,304717.55,2854,Educational Institutions,Individual,56.67
2020-05-09,Data Center,Quadro P2200,North America,97149.44,4563,AI Researchers,Individual,39.9
2020-05-09,Gaming,Quadro P2200,Europe,194594.71,488,AI Researchers,Business,65.73
2020-05-09,OEM,Tesla V100,South America,996246.3,4383,Gamers,Business,63.93
2020-05-10,OEM,Quadro P2200,Africa,1709212.64,3348,Educational Institutions,Business,40.86
2020-05-10,AI,RTX 3080,North America,1323658.35,987,Educational Institutions,Business,68.59
2020-05-11,AI,Tesla V100,APAC,1458017.92,378,Educational Institutions,Individual,47.55
2020-05-11,AI,RTX 4090,APAC,1883048.34,2350,Gamers,Individual,36.71
2020-05-11,AI,RTX 3080,Middle East,1226166.78,4401,Cloud Providers,Business,52.32
2020-05-11,Gaming,Tesla T4,Africa,551913.21,4172,Cloud Providers,Business,63.1
2020-05-12,AI,Quadro P2200,South America,1270126.15,3846,Educational Institutions,Individual,58.71
2020-05-12,AI,Tesla V100,Middle East,1914073.86,231,Gamers,Individual,59.89
2020-05-12,AI,Tesla V100,Middle East,584318.57,1973,AI Researchers,Business,57.87
2020-05-12,OEM,Tesla T4,Europe,264609.89,1216,Cloud Providers,Individual,64.42
2020-05-12,Gaming,Tesla V100,APAC,639559.31,114,Cloud Providers,Individual,69.87
2020-05-13,OEM,Tesla T4,Africa,676566.74,4222,AI Researchers,Business,68.14
2020-05-13,OEM,RTX 3080,APAC,967597.51,1563,Cloud Providers,Business,50.8
2020-05-13,AI,Tesla T4,South America,1770937.52,4788,Cloud Providers,Individual,64.12
2020-05-14,OEM,Quadro P2200,Africa,1006830.8,2384,Gamers,Business,56.63
2020-05-14,AI,Quadro P2200,Middle East,1451639.23,2020,Cloud Providers,Business,69.27
2020-05-14,Data Center,Tesla V100,Africa,1664161.51,1612,Gamers,Business,56.79
2020-05-15,Data Center,Tesla T4,Africa,1452310.59,4467,Gamers,Business,45.99
2020-05-15,Data Center,RTX 3080,Europe,1974758.96,1316,Cloud Providers,Business,45.35
2020-05-16,AI,RTX 3080,APAC,384069.24,3913,Gamers,Business,39.04
2020-05-16,OEM,RTX 4090,APAC,148505.26,4965,AI Researchers,Individual,60.75
2020-05-16,OEM,RTX 3080,North America,1041071.75,3134,Gamers,Individual,60.81
2020-05-16,Data Center,RTX 3080,North America,475222.08,2168,Gamers,Business,64.81
2020-05-17,Data Center,Tesla T4,South America,1908554.49,2371,Educational Institutions,Business,38.22
2020-05-17,Data Center,RTX 3080,North America,680373.32,2176,AI Researchers,Business,59.97
2020-05-17,Gaming,RTX 3080,North America,1966156.5,4899,Cloud Providers,Individual,33.64
2020-05-17,OEM,Quadro P2200,South America,747436.79,4636,Gamers,Business,31.41
2020-05-17,Data Center,Tesla V100,Middle East,548190.49,130,Gamers,Individual,37.29
2020-05-17,AI,Tesla T4,Middle East,143216.74,3050,Educational Institutions,Business,58.39
2020-05-17,AI,Tesla T4,Middle East,1877895.21,108,Cloud Providers,Business,48.97
2020-05-19,OEM,Tesla T4,Europe,1470187.51,1175,AI Researchers,Business,50.6
2020-05-19,Data Center,Tesla V100,Middle East,1524277.54,336,AI Researchers,Business,41.8
2020-05-20,AI,Tesla T4,Middle East,564093.65,1646,Gamers,Individual,58.65
2020-05-20,OEM,RTX 4090,South America,152749.75,1903,Educational Institutions,Business,50.01
2020-05-20,Gaming,Tesla T4,APAC,1417376.19,3062,AI Researchers,Business,41.3
2020-05-20,Data Center,RTX 4090,North America,1407347.61,4432,AI Researchers,Business,30.72
2020-05-21,Data Center,RTX 3080,Middle East,1385270.17,518,Gamers,Individual,43.92
2020-05-21,OEM,Tesla V100,Middle East,767426.1,2194,Cloud Providers,Business,36.68
2020-05-21,AI,Quadro P2200,Europe,853907.38,414,Educational Institutions,Individual,54.88
2020-05-21,AI,RTX 4090,Africa,454214.05,1346,Gamers,Individual,32.3
2020-05-22,AI,Tesla T4,Europe,1913334.42,2123,AI Researchers,Business,58.14
2020-05-22,AI,Tesla T4,South America,,3373,Gamers,Business,34.4
2020-05-22,AI,RTX 3080,South America,1407298.65,1015,Gamers,Individual,47.48
2020-05-22,OEM,Quadro P2200,North America,569808.19,962,Cloud Providers,Business,68.84
2020-05-23,Data Center,RTX 3080,Europe,1479762.69,4892,Gamers,Individual,33.73
2020-05-23,AI,RTX 3080,South America,249664.79,3224,Gamers,Business,34.89
2020-05-23,Data Center,RTX 4090,APAC,1691559.65,4906,Gamers,Individual,54.78
2020-05-24,Data Center,Tesla V100,Africa,729032.2,4965,Cloud Providers,Individual,63.28
2020-05-24,Gaming,RTX 4090,North America,1701894.35,1262,AI Researchers,Individual,59.14
2020-05-25,AI,Tesla V100,APAC,586720.76,1361,Educational Institutions,Business,59.26
2020-05-25,Gaming,Tesla V100,South America,1777326.32,4589,Gamers,Business,41.66
2020-05-25,OEM,Tesla V100,North America,142294.86,3928,Cloud Providers,Business,47.58
2020-05-26,Gaming,RTX 4090,Europe,294341.92,3661,Gamers,Individual,56.62
2020-05-26,AI,RTX 4090,Africa,74607.61,4982,Educational Institutions,Individual,42.54
2020-05-26,Data Center,Tesla T4,Europe,320596.78,2992,Cloud Providers,Individual,63.96
2020-05-26,AI,RTX 3080,Africa,1409208.67,4849,AI Researchers,Individual,30.36
2020-05-26,OEM,Quadro P2200,Africa,1354354.22,1042,Educational Institutions,Individual,67.03
2020-05-26,OEM,Tesla T4,Europe,1179640.67,2615,Cloud Providers,Individual,68.14
2020-05-27,OEM,RTX 4090,South America,780428.48,3484,Cloud Providers,Business,62.16
2020-05-27,Gaming,RTX 3080,South America,1970249.52,1548,Educational Institutions,Individual,30.72
2020-05-27,AI,RTX 4090,North America,975072.19,2268,Cloud Providers,Individual,55.81
2020-05-28,Data Center,Tesla V100,Africa,1512219.09,2100,Gamers,Individual,69.69
2020-05-28,OEM,RTX 3080,South America,1822692.61,1722,AI Researchers,Individual,64.09
2020-05-28,OEM,Quadro P2200,Africa,687079.59,3826,Cloud Providers,Business,46.79
2020-05-28,OEM,RTX 3080,Middle East,680917.05,4716,Educational Institutions,Business,46.55
2020-05-29,Gaming,RTX 4090,Africa,917671.02,2427,AI Researchers,Individual,55.47
2020-05-29,Gaming,Quadro P2200,North America,533902.4,3361,Cloud Providers,Individual,34.91
2020-05-29,AI,Tesla V100,Europe,212470.54,4471,Gamers,Individual,69.99
2020-05-30,Gaming,RTX 3080,North America,491200.41,529,Cloud Providers,Individual,45.97
2020-05-30,AI,RTX 4090,Europe,1002200.85,957,Cloud Providers,Business,61.6
2020-05-30,Data Center,Tesla T4,APAC,164218.91,3407,Educational Institutions,Business,43.63
2020-05-30,AI,RTX 3080,Africa,1920712.2,4780,Gamers,Individual,30.56
